building_name,building_address,building_description,building_units_available,apt_type,apt_rent,apt_footage,rooms,latitude,longitude,distance_wh,distance_cap,zscore_price
417 NEW JERSEY AVE SE #LOWER LEVEL,"417 New Jersey Avenue Southeast, Washington, DC","LOCATED ON THE  HILL JUST BLOCKS FROM THE CAPITOL, THIS HISTORIC TWO LEVEL APARTMENT  IS LOCATED IN THE LOWER LEVEL OF THIS HISTORIC HOME.  FEATURES INCLUDE MODERN KITCHEN AND BATHS,  HARDWOOD FLOORS .",1,2 Bedrooms,4500,1042,3,38.8844631,-77.00740429999998,2862,627,1.3320954083739502
2612 29TH ST SE #3,"2612 29th Street Southeast, Washington, DC",Exquisite Renovated Apartments in the Heart of Randle Heights..  Private building.. all 4 units are available..  Custom Painted in Amazing Hue's of Grey throughout..,1,1 Bedroom,1350,680,2,38.8585891,-76.9650037,7520,5145,-0.7380805313770081
830 D ST SE,"830 D Street Southeast, Washington, DC","An impeccably appointed, superbly sited elegant brown-stone Victorian and bay-front. This CAPITOL HILL comes with 3 bedroom , 4 full bath home is very bright and has 3 floors and lovely garden with terrace.",1,3 Bedrooms,6200,1392,4,38.8847567,-76.99399609999998,3886,1392,2.4493332171284354
1202 30TH ST NW #D,"1202 30th Street Northwest, Washington, DC","Modern one-bedroom loft space is available in the heart of Georgetown with beautiful city views! Features include Harwood floors, Gourmet kitchen with center island, top of the line appliances.",1,1 Bedroom,3300,700,2,38.9054229,-77.05932,2227,4723,0.5434569551354899
2466 TUNLAW RD NW,"2466 Tunlaw Road Northwest, Washington, DC",Renovated four-level corner house in Glover Park with one of the largest fenced yards in the neighborhood. Double-sized BR's on 2nd floor with connected dens. Walk-up full-length attic for additional living space.,1,4 Bedrooms,3686,2121,5,38.922361,-77.07486800000002,4356,6779,0.7971356575938613
2466 TUNLAW RD NW,"2466 Tunlaw Road Northwest, Washington, DC",Renovated four-level corner house in Glover Park with one of the largest fenced yards in the neighborhood. Double-sized BR's on 2nd floor with connected dens. Walk-up full-length attic for additional living space.,1,5 Bedrooms,5100,2222,6,38.922361,-77.07486800000002,4356,6779,1.7264146349931804
1440 CORCORAN ST NW #2,"1440 Corcoran Street Northwest, Washington, DC",Stunning two bedroom and 2.5 bath apartment that consists of the top two floors of a row house.,1,1 Bedroom,1651,719,2,38.91167100000001,-77.033636,1519,3240,-0.540263719356361
1440 CORCORAN ST NW #2,"1440 Corcoran Street Northwest, Washington, DC",Stunning two bedroom and 2.5 bath apartment that consists of the top two floors of a row house.,1,2 Bedrooms,4400,1042,3,38.91167100000001,-77.033636,1519,3240,1.266375537270745
3009 M ST NW #2,"3009 M Street Northwest, Washington, DC","SCHEDULE YOUR VIRTUAL TOUR TODAY FANTASTIC CONTEMPORARY SPACIOUS LOFT RESIDENCE LOCATED IN THE HEART OF GEORGETOWN!   THIS TWO BEDROOM TWO AND A HALF BATH PENTHOUSE OFFERS CHEFS GOURMET KITCHEN, WIDE PLANK HARDWOOD FLOORS, FAUX FIREPLACE HUGE MASTER ",1,2 Bedrooms,5500,1042,3,38.9053685,-77.05952690000002,2241,4738,1.9892941194060003
1745 N ST NW #503,"1745 N Street Northwest, Washington, DC",ALSO FOR SALE --We are following CDC protocols/advice. To put in an application please click below: :https://longandfoster.quickleasepro.,1,1 Bedroom,2650,540,2,38.9074939,-77.04023240000002,1126,3362,0.11627779296465719
333 8TH ST SE #109,"333 8th Street Southeast, Washington, DC","SCHEDULE YOUR VIRTUAL TOUR  --SHOWINGS WILL FOLLOW CDC PROTOCOLS --- CALL LISTERS FOR APPOINTMENT--WELCOME TO CAPITOL HILL - The Residences at Eastern Market offer unmatched apartment homes of modern design,sq ft & attention to detail.",1,2 Bedrooms,2320,1106,3,38.885124,-76.99527300000003,3768,1274,-0.10059778167591939
333 8TH ST SE #109,"333 8th Street Southeast, Washington, DC","SCHEDULE YOUR VIRTUAL TOUR  --SHOWINGS WILL FOLLOW CDC PROTOCOLS --- CALL LISTERS FOR APPOINTMENT--WELCOME TO CAPITOL HILL - The Residences at Eastern Market offer unmatched apartment homes of modern design,sq ft & attention to detail.",1,3 Bedrooms,7762,1392,4,38.885124,-76.99527300000003,3768,1274,3.475877603760498
777 C ST SE ##VARIES P-204,"777 C Street Southeast, Washington, DC","SCHEDULE A VIRTUAL TOUR TODAY!  -CAPITOL HILL ---SHOWINGS WILL FOLLOW CDC PROTOCOLS --- CALL LISTERS FOR APPOINTMENT-- The Residences at Eastern Market offer unmatched apartment homes of modern design,sq ft & attention to detail.",1,2 Bedrooms,2320,1106,3,38.8855673,-76.9952667,3750,1254,-0.10059778167591939
777 C ST SE ##VARIES P-204,"777 C Street Southeast, Washington, DC","SCHEDULE A VIRTUAL TOUR TODAY!  -CAPITOL HILL ---SHOWINGS WILL FOLLOW CDC PROTOCOLS --- CALL LISTERS FOR APPOINTMENT-- The Residences at Eastern Market offer unmatched apartment homes of modern design,sq ft & attention to detail.",1,3 Bedrooms,8720,1392,4,38.8855673,-76.9952667,3750,1254,4.105473968929203
1435 4TH ST SW #211,"1435 4th Street Southwest, Washington, DC","Two bright large bedrooms , fully furnished apartment with two full baths, ample closet space with  Balcony. Furniture is modern. Walk to the wharf, parks, water . walking distance to Safeway. Guest parking and parking.",1,Studio,1311,480,1,38.872241,-77.017894,3245,2136,-0.763711281107258
1435 4TH ST SW #211,"1435 4th Street Southwest, Washington, DC","Two bright large bedrooms , fully furnished apartment with two full baths, ample closet space with  Balcony. Furniture is modern. Walk to the wharf, parks, water . walking distance to Safeway. Guest parking and parking.",1,1 Bedroom,1651,719,2,38.872241,-77.017894,3245,2136,-0.540263719356361
1435 4TH ST SW #211,"1435 4th Street Southwest, Washington, DC","Two bright large bedrooms , fully furnished apartment with two full baths, ample closet space with  Balcony. Furniture is modern. Walk to the wharf, parks, water . walking distance to Safeway. Guest parking and parking.",1,2 Bedrooms,3800,1192,3,38.872241,-77.017894,3245,2136,0.872056310651515
912 F ST NW #706,"912 F Street Northwest, Washington, DC","Available for immediate occupancy! Gorgeous light-filled 2-level, 2BR + 2BA unit at The Ventana Condominium in Penn Quarter.",1,1 Bedroom,1651,719,2,38.897,-77.02471,937,1600,-0.540263719356361
912 F ST NW #706,"912 F Street Northwest, Washington, DC","Available for immediate occupancy! Gorgeous light-filled 2-level, 2BR + 2BA unit at The Ventana Condominium in Penn Quarter.",1,2 Bedrooms,5000,1420,3,38.897,-77.02471,937,1600,1.6606947638899754
912 F ST NW #706,"912 F Street Northwest, Washington, DC","Available for immediate occupancy! Gorgeous light-filled 2-level, 2BR + 2BA unit at The Ventana Condominium in Penn Quarter.",1,5 Bedrooms,4654,3137,6,38.897,-77.02471,937,1600,1.433304009872886
1111 NW 25TH ST NW #717,"1111 25th St NW, Washington, DC",This bright and spacious Foggy Bottom/West end condo has beautiful views of the park and beyond. The 7th floor street front unit is very quiet (only 1 common wall) at the end of the hall and was updated in 2018.,1,1 Bedroom,1651,719,2,38.9045789,-77.05297139999998,1684,4177,-0.540263719356361
1111 NW 25TH ST NW #717,"1111 25th St NW, Washington, DC",This bright and spacious Foggy Bottom/West end condo has beautiful views of the park and beyond. The 7th floor street front unit is very quiet (only 1 common wall) at the end of the hall and was updated in 2018.,1,2 Bedrooms,4250,974,3,38.9045789,-77.05297139999998,1684,4177,1.1677957306159377
2503 CHAIN BRIDGE RD NW,"2503 Chain Bridge Road Northwest, Washington, DC","MOVE IN READY IN PALISADES!  This is your chance to get a detached home in one of the hottest neighborhoods of the city. The Palisades is a desirable pocket ideally located close to the Potomac river with easy access to VA, MD & Downtown DC.",1,3 Bedrooms,4300,1392,4,38.9221499,-77.1000401,6209,8699,1.20065566616754
2503 CHAIN BRIDGE RD NW,"2503 Chain Bridge Road Northwest, Washington, DC","MOVE IN READY IN PALISADES!  This is your chance to get a detached home in one of the hottest neighborhoods of the city. The Palisades is a desirable pocket ideally located close to the Potomac river with easy access to VA, MD & Downtown DC.",1,4 Bedrooms,3686,2121,5,38.9221499,-77.1000401,6209,8699,0.7971356575938613
5150 MANNING PL NW,"5150 Manning Place Northwest, Washington, DC","CITY LIFE AT ITS BEST!  In the famous , quiet neighborhood of KENT, near the trendy area of Palisades, an extraordinary property of 4,200 SF with 2 levels of living space and a fully finished basement with a separate entrance.",1,5 Bedrooms,6500,2222,6,38.9336521,-77.10673849999998,7338,9796,2.6464928304380506
4100 CATHEDRAL AVE NW #619,"4100 Cathedral Avenue Northwest, Washington, DC","Bright and spacious Jr bedroom in ""Best Address"" Condominium offers impeccable wood floors, renovated kitchen and bathroom, LOTS of closet space, large balcony overlooking Glover Park, indoor pool, exercise equipment,sauna, 24 hr concierge and ",1,1 Bedroom,1900,680,2,38.92964540000001,-77.08045969999998,5248,7630,-0.3766212403093805
4031 MANSION DR NW,"4031 Mansion Drive Northwest, Washington, DC","One of the most popular models in Hillandale! Spacious Kettler built 3 level, 3 bedroom, 3.5 bath with main floor entry and walk out lower level.",1,3 Bedrooms,6500,1392,4,38.91673400000001,-77.07969,4362,6845,2.6464928304380506
2243 40TH ST NW,"2243 40th Street Northwest, Washington, DC","Beautiful Glover Park townhome with 5 bedrooms and 3.5 baths and off street parking for 1 car in walking distance to neighborhood Stoddert Elementary, neighborhood restaurants, coffee shops, entertainment, Whole Foods and 3 parks.",1,5 Bedrooms,6500,2222,6,38.9204979,-77.0786171,4498,6954,2.6464928304380506
4457 MACARTHUR BLVD NW,"4457 Macarthur Boulevard Northwest, Washington, DC",Impeccably maintained semi-detached home in the Palisades in turnkey condition. The three exposures and gracious open floor plan fill the property with natural sunlight.,1,3 Bedrooms,5700,1392,4,38.908143,-77.08355499999998,4321,6810,2.1207338616124103
333 8TH ST SE #PH -508,"333 8th St SE, Washington, DC","SCHEDULE YOUR VIRTUAL TOUR  - SHOWINGS WILL FOLLOW CDC PROTOCOLS -- CALL LISTERS FOR APPOINTMENT --WELCOME TO CAPITOL HILL -- The Residences at Eastern Market offer unmatched apartment homes of modern design,sq ft & attention to detail.",1,3 Bedrooms,12169,1392,4,38.885124,-76.99527300000003,3768,1274,6.372152323278744
1150 K ST NW #1011,"1150 K Street Northwest, Washington, DC","Gorgeous, bright 10th floor with WASHER/DRYER in unit, PARKING, extra Garage Storage. Master Bedroom with Berber W/W and Walk-in closets with Elfa shelving.",1,Studio,1311,480,1,38.9022175,-77.0277387,811,2144,-0.763711281107258
1150 K ST NW #1011,"1150 K Street Northwest, Washington, DC","Gorgeous, bright 10th floor with WASHER/DRYER in unit, PARKING, extra Garage Storage. Master Bedroom with Berber W/W and Walk-in closets with Elfa shelving.",1,1 Bedroom,1651,719,2,38.9022175,-77.0277387,811,2144,-0.540263719356361
1150 K ST NW #1011,"1150 K Street Northwest, Washington, DC","Gorgeous, bright 10th floor with WASHER/DRYER in unit, PARKING, extra Garage Storage. Master Bedroom with Berber W/W and Walk-in closets with Elfa shelving.",1,2 Bedrooms,3150,888,3,38.9022175,-77.0277387,811,2144,0.4448771484806823
1177 22ND ST NW #5F,"1177 22nd Street Northwest, Washington, DC","Experience living at one of DC's premier addresses! * Elegant space w/ lofty ceilings, sunny balcony & dramatic floor to ceiling windows offering tremendous light. Designer Poggenpohl kitchen w/ Bosch & SubZero appliances.",1,1 Bedroom,1651,719,2,38.9048618,-77.04829509999998,1347,3820,-0.540263719356361
1177 22ND ST NW #5F,"1177 22nd Street Northwest, Washington, DC","Experience living at one of DC's premier addresses! * Elegant space w/ lofty ceilings, sunny balcony & dramatic floor to ceiling windows offering tremendous light. Designer Poggenpohl kitchen w/ Bosch & SubZero appliances.",1,2 Bedrooms,6200,1397,3,38.9048618,-77.04829509999998,1347,3820,2.4493332171284354
2600 PENNSYLVANIA AVE NW #7B,"2600 Pennsylvania Avenue Northwest, Washington, DC",Welcome to 2600 Pennsylvania Condominiums. This seventh floor unit offers sweeping view of DC. Light filled open concept main living area with gas fireplace and dining alcove leads to galley kitchen with stainless steel appliances.,1,2 Bedrooms,4500,1087,3,38.90394439999999,-77.0550705,1824,4320,1.3320954083739502
6923 MAPLE ST NW,"6923 Maple Street Northwest, Washington, DC","Kettler will process applications. Potential tenants will need to provide 3 paychecks starting with the most current, a bank statement showing those payroll deposits, and they must make three times the monthly rent.",1,3 Bedrooms,4600,2180,4,38.9734644,-77.0156262,8545,9280,1.3978152794771552
1010 MASSACHUSETTS AVE NW #206,"1010 Massachusetts Avenue Northwest, Washington, DC","Welcome to one of the most central addresses in DC in Mount Vernon Triangle section of DC.  This almost 1000 sq ft Two bedroom  with two full bathrooms, will be ready for tenant occupancy by mid-August 2020.",1,1 Bedroom,1651,719,2,38.9035058,-77.0264955,983,2158,-0.540263719356361
1010 MASSACHUSETTS AVE NW #206,"1010 Massachusetts Avenue Northwest, Washington, DC","Welcome to one of the most central addresses in DC in Mount Vernon Triangle section of DC.  This almost 1000 sq ft Two bedroom  with two full bathrooms, will be ready for tenant occupancy by mid-August 2020.",1,2 Bedrooms,3200,1158,3,38.9035058,-77.0264955,983,2158,0.4777370840322848
1671 FORT DAVIS PL SE,"1671 Fort Davis Place Southeast, Washington, DC","      Find studio, 1, 2 and 3 bedroom apartments for rent at 1671 FORT DAVIS PL SE in
      Washington. View photos, descriptions and more!
",1,4 Bedrooms,2500,1689,5,38.8663979,-76.94806849999998,8356,5867,0.01769798630984966
1429 S ST SE,"1429 S Street Southeast, Washington, DC",This lovely colonial in Dc shows well. Home was renovated August 2012.,1,3 Bedrooms,2100,1392,4,38.8680437,-76.98391649999998,5575,3245,-0.24518149810297044
3103 GEORGIA AVE NW,"3103 Georgia Avenue Northwest, Washington, DC","BUILD TO SUIT: TRIPLEX BUILDING AVAILABLE ON GEORGIA AVE CLOSE TO PETWORTH METRO STATION IN THE COLUMBIA HEIGHTS SECTION OF WASHINGTON DC. EACH UNIT HAS 1600 SQ FT. PERFECT LOCATION HEAVY TRAFFI AREA,CLOSE TO HOWARD U AS WELL.",1,Studio,4000,459,1,38.9291854,-77.0230041,3619,4522,1.003496052857925
1612 20TH ST NW,"1612 20th Street Northwest, Washington, DC","*****IMMEDIATE OCCUPANCY-GREAT  PROFFESIONAL OFFICE SPACE IN PRIME LOCATION 1/4 BLOCK TO METRO, COMMERCIAL SPACE ONLY- PROFESSIONAL OFFICE***SUITE #400***LOOKING FOR SHORT OR LONG TERM LEASE-",1,Studio,1995,459,1,38.91168620000001,-77.04513490000002,1730,3980,-0.31418736276133574
3149 FORT LINCOLN DR NE,"3149 Fort Lincoln Drive Northeast, Washington, DC","Very clean, modern home, spacious - across from the beautiful Fort Lincoln Park.   A short walk down to restaurants & stores - Costco, Lowes & more in the shopping center,  Shops at Dakota Crossing.  No Pets - Vouchers Welcome",1,3 Bedrooms,4000,1392,4,38.9258707,-76.95993680000002,7239,5795,1.003496052857925
2401 BENNING RD NE,"2401 Benning Road Northeast, Washington, DC","A rare find in Kingman Park.  Endless possibilities for this space.  1st Floor has two entrances and basement access.  Space is being leased ""as is"".  Tenant responsible for build out. Could be used as (florist, office space, art supply store etc).",1,Studio,6500,459,1,38.8978409,-76.9720628,5497,3281,2.6464928304380506
1733-1735 GALES PL NE,"1733 Gales Pl NE, Washington, DC","      Find studio, 1, 2 and 3 bedroom apartments for rent at 1733-1735 GALES PL NE in
      Washington. View photos, descriptions and more!
",1,1 Bedroom,1500,680,2,38.8983672,-76.9784813,4940,2766,-0.6395007247222005
